Country,Country_Encoded
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Austria,6
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Azerbaijan,7
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahamas,8
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bahrain,9
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
Bangladesh,10
